,,,,,
,Park,Traffic Counter,Year,Month,Traffic Count
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2018,8,"4,685"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2018,9,"4,350"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2018,10,"3,998"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2018,11,"3,032"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2018,12,"3,673"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,1,"3,673"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,2,"3,923"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,3,"5,363"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,4,"8,310"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,5,"7,131"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,6,"5,611"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,7,"7,192"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,8,"4,705"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,9,"5,113"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,10,"5,113"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,11,"3,658"
,Amistad NRA,TRAFFIC COUNT AT DIABLO EAST,2019,12,"2,411"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,1,"1,420"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,2,"1,516"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,3,"3,862"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,4,"2,747"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,5,"3,465"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,6,"3,854"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,7,"3,787"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,8,"2,039"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,9,"1,592"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,10,"1,416"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,11,"1,528"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2018,12,"1,679"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,1,"1,679"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,2,"2,110"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,3,"2,442"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,4,"3,078"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,5,"3,078"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,6,"4,089"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,7,"5,169"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,8,"5,169"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,9,"2,785"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,10,"7,350"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,11,"6,430"
,Amistad NRA,TRAFFIC COUNT AT GOVERNORS LANDING,2019,12,"5,956"
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,1,550
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,2,566
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,3,"1,727"
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,4,812
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,5,782
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,6,864
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,7,996
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,8,725
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,9,644
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,10,681
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,11,508
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2018,12,599
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,1,599
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,2,788
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,3,"1,034"
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,4,"1,255"
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,5,"1,576"
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,6,822
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,7,994
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,8,772
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,9,791
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,10,807
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,11,761
,Amistad NRA,TRAFFIC COUNT AT OLD 277 NORTH,2019,12,803
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,1,595
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,2,695
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,3,"1,203"
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,4,790
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,5,781
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,6,661
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,7,626
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,8,418
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,9,550
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,10,533
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,11,540
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2018,12,500
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,1,500
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,2,592
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,3,266
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,4,726
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,5,778
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,6,487
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,7,713
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,8,271
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,9,537
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,10,"1,002"
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,11,348
,Amistad NRA,TRAFFIC COUNT AT PECOS RIVER,2019,12,499
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,1,"4,446"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,2,"3,540"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,3,"1,617"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,4,"7,258"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,5,"7,627"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,6,"5,054"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,7,"6,022"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,8,"4,138"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,9,"1,996"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,10,"2,509"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,11,"2,191"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2018,12,"1,842"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,1,"1,842"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,2,"2,864"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,3,"1,258"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,4,"7,415"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,5,"5,634"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,6,"4,309"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,7,"5,643"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,8,"5,643"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,9,"4,465"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,10,"4,465"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,11,"1,389"
,Amistad NRA,TRAFFIC COUNT AT ROUGH CANYON ROAD,2019,12,"3,833"
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,1,0
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,2,"1,850"
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,3,82
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,4,16
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,5,50
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,6,0
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,7,402
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,8,401
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,9,368
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,10,400
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,11,"1,174"
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2018,12,352
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,1,352
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,2,318
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,3,318
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,4,464
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,5,464
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,6,323
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,7,332
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,8,332
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,9,332
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,10,332
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,11,317
,Amistad NRA,TRAFFIC COUNT AT SAN PEDRO,2019,12,514
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,1,359
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,2,609
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,3,"1,201"
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,4,942
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,5,"1,378"
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,6,218
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,7,198
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,8,197
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,9,618
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,10,695
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,11,299
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2018,12,300
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,1,300
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,2,258
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,3,258
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,4,810
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,5,478
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,6,478
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,7,959
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,8,959
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,9,517
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,10,517
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,11,517
,Amistad NRA,TRAFFIC COUNT AT SPUR 406,2019,12,517
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,1,0
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,2,0
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,3,"1,128"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,4,"1,115"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,5,"1,130"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,6,"1,054"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,7,"3,995"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,8,"6,477"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,9,"2,033"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,10,"1,350"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,11,856
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2018,12,954
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,1,954
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,2,"1,104"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,3,"1,237"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,4,"1,565"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,5,"1,543"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,6,"1,513"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,7,"1,976"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,8,772
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,9,"1,794"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,10,"1,753"
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,11,916
,Amistad NRA,TRAFFIC COUNT AT SPUR 454,2019,12,"1,205"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,1,"1,254"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,2,"1,234"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,3,"2,738"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,4,"2,653"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,5,"2,659"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,6,"2,949"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,7,"2,902"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,8,"2,296"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,9,"2,176"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,10,"1,449"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,11,"1,448"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2018,12,"1,565"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,1,"1,565"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,2,"1,756"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,3,"2,130"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,4,"2,443"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,5,"4,084"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,6,"2,504"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,7,"2,628"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,8,"2,837"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,9,"2,142"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,10,"1,710"
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,11,918
,Amistad NRA,TRAFFIC COUNT AT U.S.A.F. MARINA,2019,12,"1,524"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,1,"1,136"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,2,"4,128"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,3,"3,418"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,4,"3,488"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,5,"3,850"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,6,"2,630"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,7,"2,799"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,8,"5,807"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,9,"3,623"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,10,"3,307"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,11,"3,476"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2018,12,"2,115"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,1,526
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,2,"2,007"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,3,"3,348"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,4,"3,211"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,5,"3,574"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,6,"2,136"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,7,"2,784"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,8,"1,751"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,9,"2,022"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,10,"3,006"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,11,"2,871"
,Andersonville NHS,TRAFFIC COUNT AT MAIN ENTRANCE,2019,12,"2,734"
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,1,309
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,2,340
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,3,324
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,4,344
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,5,919
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,6,616
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,7,415
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,8,325
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,9,354
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,10,400
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,11,365
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2018,12,282
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,1,282
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,2,243
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,3,241
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,4,321
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,5,746
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,6,433
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,7,339
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,8,234
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,9,179
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,10,188
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,11,124
,Andrew Johnson NHS,TRAFFIC COUNT AT CEMETERY ROAD,2019,12,318
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,1,494
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,2,731
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,3,909
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,4,880
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,5,"1,409"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,6,"1,244"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,7,"1,427"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,8,"1,148"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,9,"1,220"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,10,"1,259"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,11,863
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2018,12,727
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,1,727
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,2,"1,038"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,3,"1,014"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,4,"1,106"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,5,"1,371"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,6,"1,473"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,7,"1,546"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,8,"1,259"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,9,"1,052"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,10,"1,240"
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,11,970
,Andrew Johnson NHS,TRAFFIC COUNT AT JOHNSON'S GRAVE/MONUMENT ROAD,2019,12,"1,129"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,1,496
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,2,584
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,3,724
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,4,944
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,5,"2,877"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,6,"4,161"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,7,"7,149"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,8,"6,944"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,9,"3,848"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,10,"2,008"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,11,716
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2018,12,"1,275"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,1,0
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,2,635
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,3,757
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,4,"1,014"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,5,"2,622"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,6,"4,198"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,7,"6,699"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,8,"6,558"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,9,"3,718"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,10,"1,795"
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,11,515
,Apostle Islands NL,TRAFFIC COUNT AT LITTLE SAND BAY,2019,12,412
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,1,743
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,2,"1,000"
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,3,431
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,4,533
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,5,"1,502"
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,6,"2,812"
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,7,"4,609"
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,8,"4,797"
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,9,"3,246"
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,10,"1,805"
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,11,336
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2018,12,300
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2019,1,0
,Apostle Islands NL,TRAFFIC COUNT AT MEYERS ROAD,2019,2,798
